grating,wavelength_A,composite_pct,sd_pct,n_blazes,n_effective
RH1,6234,29.229,1.287,3,2.00
RH1,6235,29.235,1.292,3,2.00
RH1,6236,29.241,1.296,3,2.00
RH1,6237,29.246,1.301,3,2.01
RH1,6238,29.252,1.306,3,2.01
RH1,6239,29.257,1.310,3,2.01
RH1,6240,29.263,1.315,3,2.02
RH1,6241,29.268,1.320,3,2.02
RH1,6242,29.273,1.325,3,2.03
RH1,6243,29.278,1.330,3,2.04
RH1,6244,29.283,1.334,3,2.05
RH1,6245,29.288,1.339,3,2.05
RH1,6246,29.293,1.344,3,2.06
RH1,6247,29.298,1.349,3,2.07
RH1,6248,29.303,1.354,3,2.08
RH1,6249,29.308,1.359,3,2.09
RH1,6250,29.312,1.364,3,2.10
RH1,6251,29.317,1.369,3,2.12
RH1,6252,29.321,1.374,3,2.13
RH1,6253,29.326,1.379,3,2.14
RH1,6254,29.330,1.385,3,2.15
RH1,6255,29.334,1.390,3,2.17
RH1,6256,29.339,1.395,3,2.18
RH1,6257,29.343,1.400,3,2.20
RH1,6258,29.347,1.405,3,2.21
RH1,6259,29.351,1.411,3,2.23
RH1,6260,29.355,1.416,3,2.24
RH1,6261,29.359,1.421,3,2.26
RH1,6262,29.362,1.427,3,2.28
RH1,6263,29.366,1.432,3,2.29
RH1,6264,29.370,1.437,3,2.31
RH1,6265,29.373,1.443,3,2.33
RH1,6266,29.377,1.448,3,2.35
RH1,6267,29.380,1.454,3,2.37
RH1,6268,29.384,1.459,3,2.38
RH1,6269,29.387,1.465,3,2.40
RH1,6270,29.390,1.470,3,2.42
RH1,6271,29.394,1.476,3,2.44
RH1,6272,29.397,1.481,3,2.46
RH1,6273,29.400,1.487,3,2.48
RH1,6274,29.403,1.492,3,2.50
RH1,6275,29.406,1.498,3,2.51
RH1,6276,29.409,1.503,3,2.53
RH1,6277,29.411,1.509,3,2.55
RH1,6278,29.414,1.515,3,2.57
RH1,6279,29.417,1.520,3,2.59
RH1,6280,29.419,1.526,3,2.61
RH1,6281,29.422,1.532,3,2.63
RH1,6282,29.424,1.537,3,2.64
RH1,6283,29.427,1.543,3,2.66
RH1,6284,29.429,1.549,3,2.68
RH1,6285,29.432,1.555,3,2.70
RH1,6286,29.434,1.561,3,2.71
RH1,6287,29.436,1.566,3,2.73
RH1,6288,29.438,1.572,3,2.75
RH1,6289,29.440,1.578,3,2.76
RH1,6290,29.442,1.584,3,2.78
RH1,6291,29.444,1.590,3,2.80
RH1,6292,29.446,1.595,3,2.81
RH1,6293,29.448,1.601,3,2.83
RH1,6294,29.449,1.607,3,2.84
RH1,6295,29.451,1.613,3,2.85
RH1,6296,29.453,1.619,3,2.87
RH1,6297,29.454,1.625,3,2.88
RH1,6298,29.456,1.631,3,2.89
RH1,6299,29.457,1.637,3,2.90
RH1,6300,29.459,1.643,3,2.91
RH1,6301,29.460,1.649,3,2.92
RH1,6302,29.461,1.655,3,2.93
RH1,6303,29.463,1.661,3,2.94
RH1,6304,29.464,1.667,3,2.95
RH1,6305,29.465,1.673,3,2.96
RH1,6306,29.466,1.679,3,2.97
RH1,6307,29.467,1.685,3,2.97
RH1,6308,29.468,1.691,3,2.98
RH1,6309,29.469,1.697,3,2.98
RH1,6310,29.470,1.703,3,2.99
RH1,6311,29.471,1.709,3,2.99
RH1,6312,29.471,1.715,3,2.99
RH1,6313,29.472,1.721,3,3.00
RH1,6314,29.473,1.727,3,3.00
RH1,6315,29.473,1.733,3,3.00
RH1,6316,29.474,1.739,4,3.00
RH1,6317,29.474,1.745,4,3.00
RH1,6318,29.475,1.751,4,3.00
RH1,6319,29.475,1.757,4,3.00
RH1,6320,29.475,1.763,4,3.01
RH1,6321,29.476,1.769,4,3.01
RH1,6322,29.476,1.775,4,3.02
RH1,6323,29.476,1.781,4,3.02
RH1,6324,29.476,1.787,4,3.03
RH1,6325,29.476,1.794,4,3.03
RH1,6326,29.476,1.800,4,3.04
RH1,6327,29.476,1.806,4,3.05
RH1,6328,29.476,1.812,4,3.06
RH1,6329,29.476,1.818,4,3.07
RH1,6330,29.476,1.824,4,3.08
RH1,6331,29.475,1.830,4,3.09
RH1,6332,29.475,1.836,4,3.10
RH1,6333,29.475,1.842,4,3.11
RH1,6334,29.474,1.848,4,3.12
RH1,6335,29.474,1.854,4,3.13
RH1,6336,29.474,1.860,4,3.15
RH1,6337,29.473,1.866,4,3.16
RH1,6338,29.472,1.873,4,3.18
RH1,6339,29.472,1.879,4,3.19
RH1,6340,29.471,1.885,4,3.21
RH1,6341,29.471,1.891,4,3.22
RH1,6342,29.470,1.897,4,3.24
RH1,6343,29.469,1.903,4,3.25
RH1,6344,29.468,1.909,4,3.27
RH1,6345,29.467,1.915,4,3.28
RH1,6346,29.466,1.921,4,3.30
RH1,6347,29.465,1.927,4,3.31
RH1,6348,29.464,1.933,4,3.32
RH1,6349,29.463,1.939,4,3.34
RH1,6350,29.462,1.945,4,3.35
RH1,6351,29.461,1.951,4,3.36
RH1,6352,29.460,1.957,4,3.37
RH1,6353,29.459,1.963,4,3.39
RH1,6354,29.457,1.969,4,3.40
RH1,6355,29.456,1.975,4,3.41
RH1,6356,29.455,1.981,4,3.42
RH1,6357,29.453,1.987,4,3.43
RH1,6358,29.452,1.993,4,3.44
RH1,6359,29.451,1.998,4,3.45
RH1,6360,29.449,2.004,4,3.45
RH1,6361,29.448,2.010,4,3.46
RH1,6362,29.446,2.016,4,3.47
RH1,6363,29.444,2.022,4,3.47
RH1,6364,29.443,2.028,4,3.48
RH1,6365,29.441,2.034,4,3.48
RH1,6366,29.439,2.039,4,3.49
RH1,6367,29.437,2.045,4,3.49
RH1,6368,29.436,2.051,4,3.50
RH1,6369,29.434,2.057,4,3.50
RH1,6370,29.432,2.063,4,3.50
RH1,6371,29.430,2.068,4,3.50
RH1,6372,29.428,2.074,4,3.50
RH1,6373,29.426,2.080,4,3.50
RH1,6374,29.424,2.086,4,3.50
RH1,6375,29.422,2.091,4,3.50
RH1,6376,29.420,2.097,4,3.49
RH1,6377,29.418,2.103,4,3.49
RH1,6378,29.416,2.108,4,3.49
RH1,6379,29.413,2.114,4,3.48
RH1,6380,29.411,2.119,4,3.48
RH1,6381,29.409,2.125,4,3.47
RH1,6382,29.407,2.131,4,3.46
RH1,6383,29.404,2.136,4,3.46
RH1,6384,29.402,2.142,4,3.45
RH1,6385,29.399,2.147,4,3.44
RH1,6386,29.397,2.153,4,3.43
RH1,6387,29.395,2.158,4,3.42
RH1,6388,29.392,2.164,4,3.41
RH1,6389,29.390,2.169,4,3.40
RH1,6390,29.387,2.175,4,3.39
RH1,6391,29.384,2.180,4,3.38
RH1,6392,29.382,2.185,4,3.36
RH1,6393,29.379,2.191,4,3.35
RH1,6394,29.376,2.196,4,3.34
RH1,6395,29.374,2.201,4,3.32
RH1,6396,29.371,2.206,4,3.31
RH1,6397,29.368,2.212,4,3.29
RH1,6398,29.365,2.217,4,3.27
RH1,6399,29.363,2.222,4,3.26
RH1,6400,29.360,2.227,4,3.24
RH1,6401,29.357,2.233,4,3.23
RH1,6402,29.354,2.238,4,3.21
RH1,6403,29.351,2.243,4,3.19
RH1,6404,29.348,2.248,4,3.18
RH1,6405,29.345,2.253,4,3.16
RH1,6406,29.342,2.258,5,3.14
RH1,6407,29.339,2.263,5,3.12
RH1,6408,29.336,2.268,5,3.11
RH1,6409,29.333,2.273,5,3.09
RH1,6410,29.330,2.278,5,3.08
RH1,6411,29.327,2.283,5,3.06
RH1,6412,29.323,2.287,5,3.05
RH1,6413,29.320,2.292,5,3.04
RH1,6414,29.317,2.297,5,3.02
RH1,6415,29.314,2.302,5,3.01
RH1,6416,29.311,2.307,5,3.00
RH1,6417,29.307,2.311,5,2.99
RH1,6418,29.304,2.316,5,2.98
RH1,6419,29.301,2.321,5,2.97
RH1,6420,29.297,2.325,5,2.97
RH1,6421,29.294,2.330,5,2.96
RH1,6422,29.291,2.334,5,2.95
RH1,6423,29.287,2.339,5,2.95
RH1,6424,29.284,2.343,5,2.94
RH1,6425,29.280,2.348,5,2.94
RH1,6426,29.277,2.352,5,2.94
RH1,6427,29.273,2.357,5,2.94
RH1,6428,29.270,2.361,5,2.93
RH1,6429,29.266,2.365,4,2.93
RH1,6430,29.263,2.369,4,2.93
RH1,6431,29.259,2.374,4,2.93
RH1,6432,29.256,2.378,4,2.94
RH1,6433,29.252,2.382,4,2.94
RH1,6434,29.248,2.386,4,2.94
RH1,6435,29.245,2.390,4,2.94
RH1,6436,29.241,2.394,4,2.94
RH1,6437,29.237,2.398,4,2.94
RH1,6438,29.234,2.402,4,2.94
RH1,6439,29.230,2.406,4,2.94
RH1,6440,29.226,2.410,4,2.95
RH1,6441,29.222,2.414,4,2.95
RH1,6442,29.219,2.418,4,2.95
RH1,6443,29.215,2.422,4,2.95
RH1,6444,29.211,2.425,4,2.95
RH1,6445,29.207,2.429,4,2.95
RH1,6446,29.203,2.433,4,2.96
RH1,6447,29.200,2.436,4,2.96
RH1,6448,29.196,2.440,4,2.96
RH1,6449,29.192,2.444,4,2.96
RH1,6450,29.188,2.447,4,2.97
RH1,6451,29.184,2.451,4,2.97
RH1,6452,29.180,2.454,4,2.97
RH1,6453,29.176,2.457,4,2.97
RH1,6454,29.172,2.461,4,2.97
RH1,6455,29.169,2.464,4,2.98
RH1,6456,29.165,2.467,4,2.98
RH1,6457,29.161,2.470,4,2.98
RH1,6458,29.157,2.473,4,2.98
RH1,6459,29.153,2.477,4,2.99
RH1,6460,29.149,2.480,4,2.99
RH1,6461,29.145,2.483,4,2.99
RH1,6462,29.141,2.486,4,2.99
RH1,6463,29.137,2.489,4,2.99
RH1,6464,29.133,2.491,4,2.99
RH1,6465,29.129,2.494,4,3.00
RH1,6466,29.125,2.497,4,3.00
RH1,6467,29.120,2.500,4,3.00
RH1,6468,29.116,2.502,4,3.00
RH1,6469,29.112,2.505,4,3.00
RH1,6470,29.108,2.508,4,3.00
RH1,6471,29.104,2.510,4,3.00
RH1,6472,29.100,2.513,4,3.00
RH1,6473,29.096,2.515,4,3.00
RH1,6474,29.092,2.518,4,3.01
RH1,6475,29.088,2.520,4,3.01
RH1,6476,29.084,2.522,4,3.01
RH1,6477,29.080,2.524,4,3.01
RH1,6478,29.075,2.527,4,3.01
RH1,6479,29.071,2.529,4,3.01
RH1,6480,29.067,2.531,4,3.01
RH1,6481,29.063,2.533,4,3.00
RH1,6482,29.059,2.535,4,3.00
RH1,6483,29.055,2.537,4,3.00
RH1,6484,29.051,2.539,4,3.00
RH1,6485,29.046,2.540,4,3.00
RH1,6486,29.042,2.542,4,3.00
RH1,6487,29.038,2.544,3,3.00
RH1,6488,29.034,2.545,3,3.00
RH1,6489,29.030,2.547,3,3.00
RH1,6490,29.026,2.549,3,3.00
RH1,6491,29.022,2.550,3,3.00
RH1,6492,29.017,2.551,3,3.00
RH1,6493,29.013,2.553,3,3.00
RH1,6494,29.009,2.554,3,3.00
RH1,6495,29.005,2.555,3,3.00
RH1,6496,29.001,2.557,3,3.00
RH1,6497,28.997,2.558,3,3.00
RH1,6498,28.992,2.559,3,3.00
RH1,6499,28.988,2.560,3,3.00
RH1,6500,28.984,2.561,3,3.00
RH1,6501,28.980,2.562,3,3.00
RH1,6502,28.976,2.562,3,3.00
RH1,6503,28.972,2.563,3,3.00
RH1,6504,28.967,2.564,3,3.00
RH1,6505,28.963,2.565,3,3.00
RH1,6506,28.959,2.565,3,3.00
RH1,6507,28.955,2.566,3,3.00
RH1,6508,28.951,2.566,3,3.00
RH1,6509,28.947,2.567,3,3.00
RH1,6510,28.943,2.567,3,3.00
RH1,6511,28.938,2.567,3,3.00
RH1,6512,28.934,2.567,3,3.00
RH1,6513,28.930,2.568,3,3.00
RH1,6514,28.926,2.568,3,3.00
RH1,6515,28.922,2.568,3,3.00
RH1,6516,28.918,2.568,3,3.00
RH1,6517,28.914,2.568,3,3.00
RH1,6518,28.910,2.567,3,3.00
RH1,6519,28.906,2.567,3,3.00
RH1,6520,28.902,2.567,3,3.00
RH1,6521,28.898,2.567,3,3.00
RH1,6522,28.893,2.566,3,3.00
RH1,6523,28.889,2.566,3,3.00
RH1,6524,28.885,2.565,3,3.00
RH1,6525,28.881,2.564,3,3.00
RH1,6526,28.877,2.564,3,3.00
RH1,6527,28.873,2.563,3,3.00
RH1,6528,28.869,2.562,3,3.00
RH1,6529,28.865,2.561,3,3.00
RH1,6530,28.861,2.560,3,3.00
RH1,6531,28.857,2.559,3,3.00
RH1,6532,28.853,2.558,3,3.00
RH1,6533,28.850,2.557,3,3.00
RH1,6534,28.846,2.555,3,3.00
RH1,6535,28.842,2.554,3,3.00
RH1,6536,28.838,2.553,3,3.00
RH1,6537,28.834,2.551,3,3.00
RH1,6538,28.830,2.550,3,3.00
RH1,6539,28.826,2.548,3,3.00
RH1,6540,28.822,2.546,3,3.00
RH1,6541,28.818,2.545,3,3.00
RH1,6542,28.815,2.543,3,3.00
RH1,6543,28.811,2.541,3,3.00
RH1,6544,28.807,2.539,3,3.00
RH1,6545,28.803,2.537,3,3.00
RH1,6546,28.799,2.535,3,3.00
RH1,6547,28.796,2.532,3,3.00
RH1,6548,28.792,2.530,3,3.00
RH1,6549,28.788,2.528,3,3.00
RH1,6550,28.784,2.525,3,3.00
RH1,6551,28.781,2.523,3,3.00
RH1,6552,28.777,2.520,3,3.00
RH1,6553,28.773,2.518,3,3.00
RH1,6554,28.770,2.515,3,3.00
RH1,6555,28.766,2.512,3,3.00
RH1,6556,28.763,2.509,3,3.00
RH1,6557,28.759,2.506,3,3.00
RH1,6558,28.755,2.503,3,3.00
RH1,6559,28.752,2.500,3,3.00
RH1,6560,28.748,2.497,3,3.00
RH1,6561,28.745,2.494,3,3.00
RH1,6562,28.741,2.491,3,3.00
RH1,6563,28.738,2.487,3,3.00
RH1,6564,28.734,2.484,3,3.00
RH1,6565,28.731,2.481,3,3.00
RH1,6566,28.728,2.477,3,3.00
RH1,6567,28.724,2.473,3,3.00
RH1,6568,28.721,2.470,3,3.00
RH1,6569,28.717,2.466,3,3.00
RH1,6570,28.714,2.462,3,3.00
RH1,6571,28.711,2.458,3,3.00
RH1,6572,28.708,2.455,3,3.00
RH1,6573,28.704,2.451,3,3.00
RH1,6574,28.701,2.447,3,3.00
RH1,6575,28.698,2.442,3,3.00
RH1,6576,28.694,2.438,3,3.00
RH1,6577,28.691,2.434,3,3.00
RH1,6578,28.688,2.430,3,3.00
RH1,6579,28.685,2.426,3,3.00
RH1,6580,28.682,2.421,3,3.00
RH1,6581,28.678,2.417,3,3.00
RH1,6582,28.675,2.412,3,3.00
RH1,6583,28.672,2.408,3,3.00
RH1,6584,28.669,2.403,3,3.00
RH1,6585,28.665,2.398,3,3.00
RH1,6586,28.662,2.394,3,3.00
RH1,6587,28.659,2.389,3,3.00
RH1,6588,28.656,2.384,3,3.00
RH1,6589,28.652,2.379,3,3.00
RH1,6590,28.649,2.374,3,3.00
RH1,6591,28.646,2.369,3,3.00
RH1,6592,28.642,2.364,3,3.00
RH1,6593,28.639,2.359,3,3.00
RH1,6594,28.636,2.354,3,3.00
RH1,6595,28.632,2.349,3,3.00
RH1,6596,28.629,2.343,3,3.00
RH1,6597,28.626,2.338,3,3.00
RH1,6598,28.622,2.333,3,3.00
RH1,6599,28.619,2.327,3,3.00
RH1,6600,28.615,2.322,3,3.00
RH1,6601,28.612,2.316,3,3.00
RH1,6602,28.608,2.310,3,3.00
RH1,6603,28.605,2.305,3,3.00
RH1,6604,28.601,2.299,3,3.00
RH1,6605,28.597,2.293,3,3.00
RH1,6606,28.594,2.288,3,3.00
RH1,6607,28.590,2.282,3,3.00
RH1,6608,28.586,2.276,3,3.00
RH1,6609,28.582,2.270,3,3.00
RH1,6610,28.578,2.264,3,3.00
RH1,6611,28.575,2.258,3,3.00
RH1,6612,28.571,2.252,3,3.00
RH1,6613,28.567,2.246,3,3.00
RH1,6614,28.563,2.240,3,3.00
RH1,6615,28.559,2.234,3,3.00
RH1,6616,28.554,2.227,3,3.00
RH1,6617,28.550,2.221,3,3.00
RH1,6618,28.546,2.215,3,3.00
RH1,6619,28.542,2.208,3,3.00
RH1,6620,28.537,2.202,3,3.00
RH1,6621,28.533,2.195,3,3.00
RH1,6622,28.528,2.189,3,3.00
RH1,6623,28.524,2.182,3,3.00
RH1,6624,28.519,2.176,3,3.00
RH1,6625,28.514,2.169,3,3.00
RH1,6626,28.510,2.162,3,3.00
RH1,6627,28.505,2.156,3,3.00
RH1,6628,28.500,2.149,3,3.00
RH1,6629,28.495,2.142,3,3.00
RH1,6630,28.490,2.135,3,3.00
RH1,6631,28.485,2.129,3,3.00
RH1,6632,28.480,2.122,3,3.00
RH1,6633,28.474,2.115,3,3.00
RH1,6634,28.469,2.108,3,3.00
RH1,6635,28.464,2.101,3,3.00
RH1,6636,28.458,2.094,3,3.00
RH1,6637,28.453,2.087,3,3.00
RH1,6638,28.447,2.080,3,3.00
RH1,6639,28.441,2.072,3,3.00
RH1,6640,28.435,2.065,3,3.00
RH1,6641,28.429,2.058,3,3.00
RH1,6642,28.423,2.051,3,3.00
RH1,6643,28.417,2.043,3,3.00
RH1,6644,28.411,2.036,3,3.00
RH1,6645,28.404,2.029,3,3.00
RH1,6646,28.398,2.021,3,3.00
RH1,6647,28.392,2.014,3,3.00
RH1,6648,28.385,2.006,3,3.00
RH1,6649,28.378,1.999,3,3.00
RH1,6650,28.371,1.992,3,3.00
RH1,6651,28.364,1.984,3,3.00
RH1,6652,28.357,1.976,3,3.00
RH1,6653,28.350,1.969,3,3.00
RH1,6654,28.343,1.961,3,3.00
RH1,6655,28.335,1.954,3,3.00
RH1,6656,28.328,1.946,3,3.00
RH1,6657,28.320,1.938,3,3.00
RH1,6658,28.313,1.930,3,3.00
RH1,6659,28.305,1.923,3,3.00
RH1,6660,28.297,1.915,3,3.00
RH1,6661,28.289,1.907,3,3.00
RH1,6662,28.280,1.899,3,3.00
RH1,6663,28.272,1.891,3,3.00
RH1,6664,28.264,1.883,3,3.00
RH1,6665,28.255,1.876,3,3.00
RH1,6666,28.246,1.868,3,3.00
RH1,6667,28.238,1.860,3,3.00
RH1,6668,28.229,1.852,3,3.00
RH1,6669,28.219,1.844,3,3.00
RH1,6670,28.210,1.836,3,3.00
RH1,6671,28.201,1.828,3,3.00
RH1,6672,28.191,1.819,3,3.00
RH1,6673,28.182,1.811,3,3.00
RH1,6674,28.172,1.803,3,3.00
RH1,6675,28.162,1.795,3,3.00
RH1,6676,28.152,1.787,3,3.00
RH1,6677,28.141,1.779,3,3.00
RH1,6678,28.131,1.771,3,3.00
RH1,6679,28.120,1.762,3,3.00
RH1,6680,28.110,1.754,3,3.00
RH1,6681,28.099,1.746,3,3.00
RH1,6682,28.088,1.738,3,3.00
RH1,6683,28.077,1.729,3,3.00
RH1,6684,28.065,1.721,3,3.00
RH1,6685,28.054,1.713,3,3.00
RH1,6686,28.042,1.704,3,3.00
RH1,6687,28.030,1.696,3,3.00
RH1,6688,28.019,1.688,3,3.00
RH1,6689,28.006,1.679,3,3.00
RH1,6690,27.994,1.671,3,3.00
RH1,6691,27.982,1.663,3,3.00
RH1,6692,27.969,1.654,3,3.00
RH1,6693,27.956,1.646,3,3.00
RH1,6694,27.943,1.637,3,3.00
RH1,6695,27.930,1.629,3,3.00
RH1,6696,27.917,1.620,3,3.00
RH1,6697,27.903,1.612,3,3.00
RH1,6698,27.890,1.603,3,3.00
RH1,6699,27.876,1.595,3,3.00
RH1,6700,27.862,1.586,3,3.00
RH1,6701,27.847,1.578,3,3.00
RH1,6702,27.833,1.569,3,3.00
RH1,6703,27.818,1.561,3,3.00
RH1,6704,27.804,1.552,3,3.00
RH1,6705,27.789,1.544,3,3.00
RH1,6706,27.774,1.535,3,3.00
RH1,6707,27.758,1.527,3,3.00
RH1,6708,27.743,1.518,3,3.00
RH1,6709,27.727,1.510,3,2.99
RH1,6710,27.711,1.501,3,2.99
RH1,6711,27.695,1.492,3,2.98
RH1,6712,27.678,1.484,3,2.98
RH1,6713,27.662,1.475,3,2.97
RH1,6714,27.645,1.467,3,2.97
RH1,6715,27.628,1.458,3,2.96
RH1,6716,27.611,1.449,3,2.95
RH1,6717,27.594,1.441,3,2.94
RH1,6718,27.576,1.432,3,2.94
RH1,6719,27.558,1.424,3,2.93
RH1,6720,27.540,1.415,3,2.92
RH1,6721,27.522,1.406,3,2.90
RH1,6722,27.504,1.398,3,2.89
RH1,6723,27.485,1.389,3,2.88
RH1,6724,27.466,1.381,3,2.87
RH1,6725,27.447,1.372,3,2.86
RH1,6726,27.428,1.363,3,2.84
RH1,6727,27.408,1.355,3,2.83
RH1,6728,27.389,1.346,3,2.81
RH1,6729,27.369,1.338,3,2.80
RH1,6730,27.348,1.329,3,2.78
RH1,6731,27.328,1.320,3,2.77
RH1,6732,27.307,1.312,3,2.75
RH1,6733,27.286,1.303,3,2.74
RH1,6734,27.265,1.295,3,2.72
RH1,6735,27.244,1.286,3,2.70
RH1,6736,27.222,1.277,3,2.68
RH1,6737,27.200,1.269,3,2.67
RH1,6738,27.178,1.260,3,2.65
RH1,6739,27.156,1.252,3,2.63
RH1,6740,27.133,1.243,3,2.61
RH1,6741,27.111,1.235,3,2.59
RH1,6742,27.087,1.226,3,2.58
RH1,6743,27.064,1.217,3,2.56
RH1,6744,27.041,1.209,3,2.54
RH1,6745,27.017,1.200,3,2.52
RH1,6746,26.993,1.192,3,2.50
RH1,6747,26.968,1.183,3,2.48
RH1,6748,26.944,1.175,3,2.46
RH1,6749,26.919,1.166,3,2.44
RH1,6750,26.894,1.158,3,2.42
RH1,6751,26.869,1.150,3,2.41
RH1,6752,26.843,1.141,3,2.39
RH1,6753,26.817,1.133,3,2.37
RH1,6754,26.791,1.124,3,2.35
RH1,6755,26.765,1.116,3,2.33
RH1,6756,26.738,1.107,3,2.32
RH1,6757,26.711,1.099,3,2.30
RH1,6758,26.684,1.091,3,2.28
RH1,6759,26.656,1.082,3,2.26
RH1,6760,26.628,1.074,3,2.25
RH1,6761,26.600,1.066,3,2.23
RH1,6762,26.572,1.057,3,2.22
RH1,6763,26.543,1.049,3,2.20
RH1,6764,26.515,1.041,3,2.19
RH1,6765,26.485,1.033,3,2.17
RH1,6766,26.456,1.024,3,2.16
RH1,6767,26.426,1.016,3,2.14
RH1,6768,26.396,1.008,3,2.13
RH1,6769,26.366,1.000,3,2.12
RH1,6770,26.335,0.992,3,2.11
RH1,6771,26.304,0.983,3,2.10
RH1,6772,26.273,0.975,3,2.08
RH1,6773,26.242,0.967,3,2.07
RH1,6774,26.210,0.959,3,2.06
RH1,6775,26.178,0.951,3,2.06
RH1,6776,26.146,0.943,3,2.05
RH1,6777,26.113,0.935,3,2.04
RH1,6778,26.080,0.927,3,2.03
RH1,6779,26.047,0.919,3,2.03
RH1,6780,26.013,0.911,3,2.02
RH1,6781,25.979,0.903,3,2.02
RH1,6782,25.945,0.895,3,2.01
RH1,6783,25.911,0.887,3,2.01
RH1,6784,25.876,0.879,3,2.00
RH1,6785,25.841,0.872,3,1.99
RH1,6786,25.805,0.864,3,1.99
RH1,6787,25.770,0.856,3,1.98
RH1,6788,25.733,0.848,2,1.98
RH1,6789,25.697,0.841,2,1.97
RH1,6790,25.660,0.833,2,1.97
RH1,6791,25.623,0.825,2,1.96
RH1,6792,25.586,0.818,2,1.95
RH1,6793,25.548,0.810,2,1.94
RH1,6794,25.510,0.802,2,1.93
RH1,6795,25.472,0.795,2,1.92
RH1,6796,25.433,0.787,2,1.91
RH1,6797,25.394,0.780,2,1.90
RH1,6798,25.355,0.772,2,1.89
RH1,6799,25.315,0.765,2,1.88
RH1,6800,25.275,0.757,2,1.87
RH1,6801,25.235,0.750,2,1.85
RH1,6802,25.194,0.743,2,1.84
RH1,6803,25.153,0.735,2,1.82
RH1,6804,25.112,0.728,2,1.81
RH1,6805,25.070,0.721,2,1.79
RH1,6806,25.028,0.714,2,1.78
RH1,6807,24.986,0.707,2,1.76
RH1,6808,24.943,0.699,2,1.75
RH1,6809,24.900,0.692,2,1.73
RH1,6810,24.857,0.685,2,1.71
RH1,6811,24.813,0.678,2,1.69
RH1,6812,24.769,0.671,2,1.68
RH1,6813,24.724,0.664,2,1.66
RH1,6814,24.679,0.657,2,1.64
RH1,6815,24.634,0.650,2,1.62
RH1,6816,24.589,0.644,2,1.60
RH1,6817,24.543,0.637,2,1.58
RH1,6818,24.496,0.630,2,1.57
RH1,6819,24.450,0.623,2,1.55
RH1,6820,24.403,0.617,2,1.53
RH1,6821,24.355,0.610,2,1.51
RH1,6822,24.308,0.603,2,1.49
RH1,6823,24.259,0.597,2,1.47
RH1,6824,24.211,0.590,2,1.45
RH1,6825,24.162,0.584,2,1.43
RH1,6826,24.113,0.577,2,1.41
RH1,6827,24.063,0.571,2,1.39
RH1,6828,24.013,0.565,2,1.38
RH1,6829,23.963,0.558,2,1.36
RH1,6830,23.912,0.552,2,1.34
RH1,6831,23.861,0.546,2,1.32
RH1,6832,23.809,0.540,2,1.30
RH1,6833,23.757,0.533,2,1.29
RH1,6834,23.705,0.527,2,1.27
RH1,6835,23.652,0.521,2,1.25
RH1,6836,23.599,0.515,2,1.23
RH1,6837,23.546,0.509,2,1.22
RH1,6838,23.492,0.503,2,1.20
RH1,6839,23.437,0.498,2,1.19
RH1,6840,23.383,0.492,2,1.17
RH1,6841,23.328,0.486,2,1.16
RH1,6842,23.272,0.480,2,1.15
RH1,6843,23.216,0.475,2,1.13
RH1,6844,23.160,0.469,2,1.12
RH1,6845,23.103,0.463,2,1.11
RH1,6846,23.046,0.458,2,1.10
RH1,6847,22.989,0.452,2,1.08
RH1,6848,22.931,0.447,2,1.07
RH1,6849,22.873,0.442,2,1.06
RH1,6850,22.814,0.436,2,1.06
RH1,6851,22.755,0.431,2,1.05
RH1,6852,22.695,0.426,2,1.04
RH1,6853,22.635,0.421,2,1.03
RH1,6854,22.575,0.416,2,1.02
RH1,6855,22.514,0.411,2,1.02
RH1,6856,22.453,0.406,2,1.01
RH1,6857,22.391,0.401,2,1.00
RH1,6858,22.329,0.396,2,0.99
RH1,6859,22.266,0.391,2,0.98
RH1,6860,22.203,0.386,2,0.98
RH1,6861,22.140,0.382,2,0.97
RH1,6862,22.076,0.377,2,0.96
RH1,6863,22.012,,1,0.95
RH1,6864,21.947,,1,0.94
RH1,6865,21.882,,1,0.93
RH1,6866,21.817,,1,0.92
RH1,6867,21.751,,1,0.91
RH1,6868,21.684,,1,0.90
RH1,6869,21.617,,1,0.89
RH1,6870,21.550,,1,0.88
RH1,6871,21.482,,1,0.86
RH1,6872,21.414,,1,0.85
RH1,6873,21.345,,1,0.83
RH1,6874,21.276,,1,0.82
RH1,6875,21.207,,1,0.80
RH1,6876,21.137,,1,0.79
RH1,6877,21.066,,1,0.77
RH1,6878,20.995,,1,0.75
RH1,6879,20.924,,1,0.74
RH1,6880,20.852,,1,0.72
RH1,6881,20.780,,1,0.70
RH1,6882,20.707,,1,0.68
RH1,6883,20.634,,1,0.66
RH1,6884,20.560,,1,0.64
RH1,6885,20.486,,1,0.62
RH1,6886,20.411,,1,0.60
RH1,6887,20.336,,1,0.59
RH1,6888,20.261,,1,0.57
RH1,6889,20.185,,1,0.55
RH1,6890,20.108,,1,0.53
RH1,6891,20.031,,1,0.51
RH1,6892,19.954,,1,0.49
RH1,6893,19.876,,1,0.47
RH1,6894,19.797,,1,0.45
RH1,6895,19.718,,1,0.43
RH1,6896,19.639,,1,0.41
RH1,6897,19.559,,1,0.39
RH1,6898,19.479,,1,0.37
RH1,6899,19.398,,1,0.35
RH1,6900,19.316,,1,0.33
RH1,6901,19.235,,1,0.31
RH1,6902,19.152,,1,0.29
RH1,6903,19.070,,1,0.27
RH1,6904,18.986,,1,0.26
